"eBird中文俗名
(紅字表示系統尚無中文俗名)",eBird英文俗名,eBird學名,"現行臺灣鳥類名錄中文名
(與eBird中文俗名相異者以紅字標示)","現行臺灣鳥類名錄學名
(與eBird學名相異者以紅字標示)","2025
全球紅皮書等級",eBird英文俗名簡碼,eBird學名簡碼,"eBird網頁代碼
species code",分類排序編號,eBird外來種狀態,"eBird中文俗名
(香港)","eBird中文俗名
(簡體)",其他中文俗名,PhotoLink,Credit,MLCode
黑背三趾翠鳥,Black-backed Dwarf-Kingfisher,Ceyx erithaca,黑背三趾翠鳥,Ceyx erithaca,NT,BBDK ODKI,CEER,bkbkin1,9964,,三趾翠鳥,三趾翠鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/413060791/1200,©Po-Wei Chi,ML413060791
赤翡翠,Ruddy Kingfisher,Halcyon coromanda,赤翡翠,Halcyon coromanda,LC,RUKI,HACO,rudkin1,10062,,赤翡翠,赤翡翠,,,,
蒼翡翠,White-throated Kingfisher,Halcyon smyrnensis,蒼翡翠,Halcyon smyrnensis,LC,WTKI,HASM,whtkin2,10076,,白胸翡翠,白胸翡翠,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/413060791/1200,©Po-Wei Chi,ML413060791
黑頭翡翠,Black-capped Kingfisher,Halcyon pileata,黑頭翡翠,Halcyon pileata,VU,BCKI,HAPI,blckin1,10089,,藍翡翠,蓝翡翠,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/119403641/1200,©Ting-Wei (廷維) HUNG (洪),ML119403641
白領翡翠,Collared Kingfisher,Todiramphus chloris,白領翡翠,Todiramphus chloris,LC,COKI,TOCH,colkin1,10184,,白領翡翠,白领翡翠,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/231595271/1200,©Ting-Wei (廷維) HUNG (洪),ML231595271
斑翡翠,Pied Kingfisher,Ceryle rudis,斑翡翠,Ceryle rudis,LC,PIKI,CERU,piekin1,10307,,斑魚狗,斑鱼狗,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/222251521/1200,©Allen Lyu,ML222251521
佛法僧,Dollarbird,Eurystomus orientalis,佛法僧,Eurystomus orientalis,LC,ORDO DOLL,EUOR,dollar1,10358,,三寶鳥,三宝鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/231595271/1200,©Ting-Wei (廷維) HUNG (洪),ML231595271
五色鳥,Taiwan Barbet,Psilopogon nuchalis,五色鳥,Psilopogon nuchalis,LC,TABA,PSNU,taibar2,10772,,,台湾拟啄木鸟,台灣擬啄木 黑眉擬啄木鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/33417651/1200,©Jo-Szu [Ross] (若詩) Tsai (蔡),ML33417651
地啄木,Eurasian Wryneck,Jynx torquilla,地啄木,Jynx torquilla,LC,EUWR,JYTO,eurwry,11003,,蟻鴷,蚁䴕,,,,
小啄木,Gray-capped Pygmy Woodpecker,Yungipicus canicapillus,小啄木,Yungipicus canicapillus,LC,GCWO GCPW,YUCA,gycwoo1,11236,,星頭啄木鳥,星头啄木鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/487186521/1200,©Cheng-Ru Tsai,ML487186521
棕腹啄木,Rufous-bellied Woodpecker,Dendrocopos hyperythrus,棕腹啄木,Dendrocopos hyperythrus,LC,RBWO,DEHY,rubwoo1,11318,,,,,,,
大赤啄木,White-backed Woodpecker,Dendrocopos leucotos,大赤啄木,Dendrocopos leucotos,LC,WBWO,DELE,whbwoo1,11332,,白背啄木鳥,白背啄木鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/154868451/1200,©Jian-Long(建龍) WU(吳),ML154868451
綠啄木,Gray-headed Woodpecker,Picus canus,綠啄木,Picus canus,LC,GHWO GFNW,PICA,gyfwoo1,11655,,灰頭綠啄木鳥,灰头绿啄木鸟,山啄木,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/487186521/1200,©Cheng-Ru Tsai,ML487186521
黃爪隼,Lesser Kestrel,Falco naumanni,黃爪隼,Falco naumanni,LC,LEKE,FANA,leskes1,11992,,,黄爪隼,,,,
紅隼,Eurasian Kestrel,Falco tinnunculus,紅隼,Falco tinnunculus,LC,COKE EUKE,FATI,eurkes,11993,,紅隼,红隼,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/526205621/1200,©趙 偉凱,ML526205621
紅腳隼,Amur Falcon,Falco amurensis,紅腳隼,Falco amurensis,LC,AMFA,FAAM,amufal1,12058,,阿穆爾隼,红脚隼 (阿穆尔隼),,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/613928792/1200,©Ting-Wei (廷維) HUNG (洪),ML613928792
灰背隼,Merlin,Falco columbarius,灰背隼,Falco columbarius,LC,MERL,FACO,merlin,12062,,灰背隼,灰背隼,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/209885711/320,©Jhih-Wei (志偉) TSAI (蔡),ML209885711
燕隼,Eurasian Hobby,Falco subbuteo,燕隼,Falco subbuteo,LC,EUHO,FASU,eurhob,12073,,燕隼,燕隼,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/92346531/320,©承恩 (Cheng-En) 謝 (HSIEH),ML92346531
遊隼,Peregrine Falcon,Falco peregrinus,遊隼,Falco peregrinus,LC,PEFA,FAPE,perfal,12114,,遊隼,游隼,隼,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/613928792/1200,©Ting-Wei (廷維) HUNG (洪),ML613928792
葵花鳳頭鸚鵡,Sulphur-crested Cockatoo,Cacatua galerita,葵花鳳頭鸚鵡,Cacatua galerita,LC,SCCO,CAGA,succoc,12212,暫定種,,葵花凤头鹦鹉,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/62728491/1200,©u7 Liao,ML62728491
紅領綠鸚鵡,Rose-ringed Parakeet,Psittacula krameri,紅領綠鸚鵡,Psittacula krameri,LC,RNPA RRPA,PSKR,rorpar,12350,暫定種,紅領綠鸚鵡,红领绿鹦鹉,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/92346531/320,©承恩 (Cheng-En) 謝 (HSIEH),ML92346531
藍翅八色鳥,Blue-winged Pitta,Pitta moluccensis,藍翅八色鳥,Pitta moluccensis,LC,BWPI,PIMO,blwpit1,13383,,藍翅八色鶇,蓝翅八色鸫,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/393731751/1200,©Po-Wei Chi,ML393731751
八色鳥,Fairy Pitta,Pitta nympha,八色鳥,Pitta nympha,VU,FAPI,PINY,faipit1,13384,,仙八色鶇,仙八色鸫,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/62728491/1200,©u7 Liao,ML62728491
綠胸八色鳥,Western Hooded Pitta,Pitta sordida,綠胸八色鳥,Pitta sordida,LC,WHPI,PISO,wehpit1,13386,,,绿胸八色鸫,綠胸八色鶇,,,
灰喉山椒鳥,Gray-chinned Minivet,Pericrocotus solaris,灰喉山椒鳥,Pericrocotus solaris,LC,GCTM GCMI,PESO,gycmin1,18587,,灰喉山椒鳥,灰喉山椒鸟,紅山椒鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/393731751/1200,©Po-Wei Chi,ML393731751
長尾山椒鳥,Long-tailed Minivet,Pericrocotus ethologus,長尾山椒鳥,Pericrocotus ethologus,LC,LTMI,PEET,lotmin1,18605,,,长尾山椒鸟,,,,
赤紅山椒鳥,Scarlet Minivet,Pericrocotus speciosus,赤紅山椒鳥,Pericrocotus speciosus,LC,SCMI,PESP,scamin1,18614,,赤紅山椒鳥,赤红山椒鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/327059151/1200,©Allen Lyu,ML327059151
琉球山椒鳥,Ryukyu Minivet,Pericrocotus tegimae,琉球山椒鳥,Pericrocotus tegimae,LC,RYMI,PETE,ryumin1,18637,,琉球山椒鳥,琉球山椒鸟,,,,
灰山椒鳥,Ashy Minivet,Pericrocotus divaricatus,灰山椒鳥,Pericrocotus divaricatus,LC,ASMI,PEDI,ashmin1,18638,,灰山椒鳥,灰山椒鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/424262341/1200,©Isolith Huang,ML424262341
小灰山椒鳥,Brown-rumped Minivet,Pericrocotus cantonensis,小灰山椒鳥,Pericrocotus cantonensis,LC,SWMI BRMI,PECA,brrmin1,18640,,小灰山椒鳥,小灰山椒鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/327059151/1200,©Allen Lyu,ML327059151
粉紅山椒鳥,Rosy Minivet,Pericrocotus roseus,粉紅山椒鳥,Pericrocotus roseus,LC,ROMI,PERO,rosmin1,18642,,粉紅山椒鳥,粉红山椒鸟,,,,
花翅山椒鳥,Oriental Cuckooshrike,Coracina javensis,花翅山椒鳥,Coracina javensis,LC,ORCU LACU OCSH ORCS,COJA,larcuc11,18722,,,大鹃鵙,大鵑鵙,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/492166271/1200,©Allen Lyu,ML492166271
黑原鵑鵙,Pied Triller,Lalage nigra,黑原鵑鵙,Lalage nigra,LC,PITR,LANI,pietri1,18835,,,黑鸣鹃鵙,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/72920831/1200,©Jhih-Wei (志偉) TSAI (蔡),ML72920831
黑翅山椒鳥,Black-winged Cuckooshrike,Lalage melaschistos,黑翅山椒鳥,Lalage melaschistos,LC,BWCU BWCS,LAME,bkwcus1,18842,,暗灰鵑鵙,暗灰鹃鵙,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/154840971/640,©Rui-Yang Ho,ML154840971
綠畫眉,White-bellied Erpornis,Erpornis zantholeuca,綠畫眉,Erpornis zantholeuca,LC,WBER,ERZA,whbyuh1,19042,,白腹鳳鶥,白腹凤鹛,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/492166271/1200,©Allen Lyu,ML492166271
黃鸝,Black-naped Oriole,Oriolus chinensis,黃鸝,Oriolus chinensis,LC,BNOR,ORCH,blnori1,19636,,黑枕黃鸝,黑枕黄鹂,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/72920831/1200,©Jhih-Wei (志偉) TSAI (蔡),ML72920831
朱鸝,Maroon Oriole,Oriolus traillii,朱鸝,Oriolus traillii,LC,MAOR,ORTR,marori2,19697,,朱鸝,朱鹂,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/588359391/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML588359391
白胸燕鵙,White-breasted Woodswallow,Artamus leucorynchus,白胸燕鵙,Artamus leucorynchus,LC,WBWO,ARLE,whbwoo4,19738,,,,,,,
菲律賓扇尾鶲,Philippine Pied-Fantail,Rhipidura nigritorquis,菲律賓扇尾鶲,Rhipidura nigritorquis,LC,PPFA PHPF,RHNI,phipif1,20277,,,菲律宾斑扇尾鹟,,,,
大卷尾,Black Drongo,Dicrurus macrocercus,大卷尾,Dicrurus macrocercus,LC,BLDR,DIMA,bladro1,20434,,黑卷尾,黑卷尾,烏秋,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/442964061/1200,©Cheng-Ru Tsai,ML442964061
灰卷尾,Ashy Drongo,Dicrurus leucophaeus,灰卷尾,Dicrurus leucophaeus,LC,ASDR,DILE,ashdro1,20442,,灰卷尾,灰卷尾,,,,
鴉嘴卷尾,Crow-billed Drongo,Dicrurus annectens,鴉嘴卷尾,Dicrurus annectens,LC,CBDR,DIAN,crbdro1,20469,,鴉嘴卷尾,鸦嘴卷尾,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/21458941/1200,©Ting-Wei (廷維) HUNG (洪),ML21458941
小卷尾,Bronzed Drongo,Dicrurus aeneus,小卷尾,Dicrurus aeneus,LC,BRDR,DIAE,brodro1,20470,,古銅色卷尾,古铜色卷尾,山烏秋,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/573657071/1200,©u7 Liao,ML573657071
髮冠卷尾,Hair-crested Drongo,Dicrurus hottentottus,髮冠卷尾,Dicrurus hottentottus,LC,HCDR HCTD,DIHO,hacdro1,20479,,髮冠卷尾,发冠卷尾,,,,
黑枕藍鶲,Black-naped Monarch,Hypothymis azurea,黑枕藍鶲,Hypothymis azurea,LC,BNMO,HYAZ,blnmon1,20687,,黑枕王鶲,黑枕王鹟,黑頸鶲 黑頸藍鶲,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/21458941/1200,©Ting-Wei (廷維) HUNG (洪),ML21458941
紫綬帶,Black Paradise-Flycatcher,Terpsiphone atrocaudata,紫綬帶,Terpsiphone atrocaudata,LC,BPFL JPFL JAPF BLPF,TEAT,japfly1,20721,,紫綬帶,紫寿带,紫壽帶 紫壽帶鳥 綬帶鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/573657071/1200,©u7 Liao,ML573657071
阿穆爾綬帶,Amur Paradise-Flycatcher,Terpsiphone incei,阿穆爾綬帶,Terpsiphone incei,LC,APFL CPFL CHPF AMPF,TEIN,amupaf1,20726,,綬帶,寿带,,,,
虎紋伯勞,Tiger Shrike,Lanius tigrinus,虎紋伯勞,Lanius tigrinus,LC,TISH,LATI,tigshr1,21041,,虎紋伯勞,虎纹伯劳,,,,
紅頭伯勞,Bull-headed Shrike,Lanius bucephalus,紅頭伯勞,Lanius bucephalus,LC,BHSH,LABU,buhshr1,21042,,牛頭伯勞,牛头伯劳,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/425234081/1200,©u7 Liao,ML425234081
紅背伯勞,Red-backed Shrike,Lanius collurio,紅背伯勞,Lanius collurio,LC,RBSH,LACO,rebshr1,21045,,紅背伯勞,红背伯劳,,,,
荒漠伯勞,Isabelline Shrike,Lanius isabellinus,荒漠伯勞,Lanius isabellinus,LC,ISSH,LAIS,isashr1,21048,,,荒漠伯劳,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/486182341/1200,©Kun-Hui Lin,ML486182341
紅尾伯勞,Brown Shrike,Lanius cristatus,紅尾伯勞,Lanius cristatus,LC,BRSH BROS,LACR,brnshr,21054,,紅尾伯勞,红尾伯劳,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/97627661/1200,©Cheng-Ru Tsai,ML97627661
栗背伯勞,Burmese Shrike,Lanius collurioides,栗背伯勞,Lanius collurioides,LC,BUSH,LACO,burshr1,21062,,栗背伯勞,栗背伯劳,,,,
棕背伯勞,Long-tailed Shrike,Lanius schach,棕背伯勞,Lanius schach,LC,LTSH,LASC,lotshr1,21069,,棕背伯勞,棕背伯劳,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/486182341/1200,©Kun-Hui Lin,ML486182341
灰背伯勞,Gray-backed Shrike,Lanius tephronotus,灰背伯勞,Lanius tephronotus,LC,GBSH,LATE,gybshr1,21084,,灰背伯勞,灰背伯劳,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/510826771/1200,©u7 Liao,ML510826771
西方灰伯勞,Great Gray Shrike,Lanius excubitor,西方灰伯勞,Lanius excubitor,LC,GGSH,LAEX,norshr1,21112,,,西方灰伯劳,灰伯勞,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/565942091/1200,©Yu-Wei (昱緯) LI (李),ML565942091
楔尾伯勞,Chinese Gray Shrike,Lanius sphenocercus,楔尾伯勞,Lanius sphenocercus,LC,CGSH,LASP,chgshr1,21131,,楔尾伯勞,楔尾伯劳,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/546054931/1200,©Rui-Yang Ho,ML546054931
松鴉,Eurasian Jay,Garrulus glandarius,松鴉,Garrulus glandarius,LC,ECFJ EUJA,GAGL,eurjay1,21339,,松鴉,松鸦,橿鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/563869691/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML563869691
灰喜鵲,Azure-winged Magpie,Cyanopica cyanus,灰喜鵲,Cyanopica cyanus,LC,AWMA AAWM,CYCY,azwmag2,21391,歸化種,灰喜鵲,灰喜鹊,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/393762781/1200,©u7 Liao,ML393762781
臺灣藍鵲,Taiwan Blue-Magpie,Urocissa caerulea,臺灣藍鵲,Urocissa caerulea,LC,TBMA TABM,URCA,formag1,21402,,,台湾蓝鹊,台灣暗藍鵲,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/273325641/1200,©Jo-Szu [Ross] (若詩) Tsai (蔡),ML273325641
樹鵲,Gray Treepie,Dendrocitta formosae,樹鵲,Dendrocitta formosae,LC,GRTR,DEFO,grytre1,21444,,灰樹鵲,灰树鹊,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/563869691/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML563869691
喜鵲,Oriental Magpie,Pica serica,喜鵲,Pica serica,LC,EUMA ORMA,PISE,orimag1,21466,,喜鵲,喜鹊,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/46577441/320,©Ting-Wei (廷維) HUNG (洪),ML46577441
星鴉,Southern Nutcracker,Nucifraga hemispila,星鴉,Nucifraga hemispila,LC,SONU SPNU,NUHE,eurnut4,21490,,星鴉,星鸦 (南星鸦),,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/273325641/1200,©Jo-Szu [Ross] (若詩) Tsai (蔡),ML273325641
紅嘴山鴉,Red-billed Chough,Pyrrhocorax pyrrhocorax,Red-billed Chough,Pyrrhocorax pyrrhocorax,LC,RBCH,PYPY,rebcho1,21498,逃逸種,,,,,,
東方寒鴉,Daurian Jackdaw,Coloeus dauuricus,東方寒鴉,Coloeus dauuricus,LC,DAJA,CODA,daujac1,21519,,達烏里寒鴉,达乌里寒鸦,達屋里寒鴉,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/256446851/1200,©Ting-Wei (廷維) HUNG (洪),ML256446851
家烏鴉,House Crow,Corvus splendens,家烏鴉,Corvus splendens,LC,HOCR,COSP,houcro1,21521,暫定種,家鴉,家鸦,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/517802901/1200,©Allen Lyu,ML517802901
禿鼻鴉,Rook,Corvus frugilegus,禿鼻鴉,Corvus frugilegus,LC,ROOK,COFR,rook1,21554,,秃鼻烏鴉,秃鼻乌鸦,,,,
小嘴烏鴉,Carrion Crow,Corvus corone,小嘴烏鴉,Corvus corone,LC,CACR,COCO,carcro1,21575,,小嘴烏鴉,小嘴乌鸦,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/305696441/1200,©Shih-Hao Wang,ML305696441
巨嘴鴉,Large-billed Crow,Corvus macrorhynchos,巨嘴鴉,Corvus macrorhynchos,LC,LBCR,COMA,labcro1,21586,,大嘴烏鴉,大嘴乌鸦,烏鴉,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/256446851/1200,©Ting-Wei (廷維) HUNG (洪),ML256446851
玉頸鴉,Collared Crow,Corvus torquatus,玉頸鴉,Corvus torquatus,VU,COCR,COTO,colcro1,21615,,白頸鴉,白颈鸦,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/209577301/1200,©Zhao-Hui(釗輝) LIN(林),ML209577301
方尾鶲,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,方尾鶲,Culicicapa ceylonensis,LC,GHCF,CUCE,gyhcaf1,21924,,方尾鶲,方尾鹟,,,,
煤山雀,Coal Tit,Periparus ater,煤山雀,Periparus ater,LC,COTI,PEAT,coatit2,21950,,煤山雀,煤山雀,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/429537441/1200,©Po-Wei Chi,ML429537441
黃腹山雀,Yellow-bellied Tit,Periparus venustulus,黃腹山雀,Periparus venustulus,LC,YBTI,PEVE,yebtit4,21984,,黃腹山雀,黄腹山雀,,,,
赤腹山雀,Chestnut-bellied Tit,Sittiparus castaneoventris,赤腹山雀,Sittiparus castaneoventris,LC,CBTI,SICA,vartit3,22008,,,台湾杂色山雀,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/305681721/1200,©Shih-Hao Wang,ML305681721
雜色山雀,Varied Tit,Sittiparus varius,雜色山雀,Sittiparus varius,LC,VATI,SIVA,vartit1,22010,,雜色山雀,杂色山雀,,,,
青背山雀,Green-backed Tit,Parus monticolus,青背山雀,Parus monticolus,LC,GBTI,PAMO,grbtit1,22170,,綠背山雀,绿背山雀,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/429537441/1200,©Po-Wei Chi,ML429537441
白頰山雀,Asian Tit,Parus cinereus,白頰山雀,Parus cinereus,LC,CITI ASTI GRTI,PACI,cintit13,22193,,白頰山雀,大山雀,遠東山雀,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/345386651/1200,©Yu-Wei (昱緯) LI (李),ML345386651
黃山雀,Taiwan Yellow Tit,Machlolophus holsti,黃山雀,Machlolophus holsti,LC,YETI TYTI,MAHO,yeltit2,22220,,,台湾黄山雀,台灣黃山雀,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/305681721/1200,©Shih-Hao Wang,ML305681721
攀雀,Chinese Penduline-Tit,Remiz consobrinus,攀雀,Remiz consobrinus,LC,CPTI CHPT,RECO,chptit1,22292,,中華攀雀,中华攀雀,,,,
歐亞雲雀,Eurasian Skylark,Alauda arvensis,歐亞雲雀,Alauda arvensis,LC,SKYL EUSK,ALAR,skylar,22615,,雲雀,云雀,,,,
小雲雀,Oriental Skylark,Alauda gulgula,小雲雀,Alauda gulgula,LC,ORSK,ALGU,orisky1,22632,,小雲雀,小云雀,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/412493521/1200,©u7 Liao,ML412493521
賽氏短趾百靈,Mongolian Short-toed Lark,Calandrella dukhunensis,賽氏短趾百靈,Calandrella dukhunensis,LC,MSTL ESTL,CADU,sstlar4,22789,,蒙古短趾百靈,蒙古短趾百灵,大短趾百靈,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/93113701/1200,©Lee-Lien WANG,ML93113701
蒙古百靈,Mongolian Lark,Melanocorypha mongolica,蒙古百靈,Melanocorypha mongolica,LC,MOLA,MEMO,monlar1,22795,,蒙古百靈,蒙古百灵,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/403477311/1200,©Po-Wei Chi,ML403477311
亞洲短趾百靈,Asian Short-toed Lark,Alaudala cheleensis,亞洲短趾百靈,Alaudala cheleensis,LC,ASTL,ALCH,lstlar2,22815,,亞洲短趾百靈,亚洲短趾百灵,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/180480871/1200,©Kun-Hui Lin,ML180480871
長尾縫葉鶯,Common Tailorbird,Orthotomus sutorius,長尾縫葉鶯,Orthotomus sutorius,LC,COTA,ORSU,comtai1,23148,,,,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/482050551/1200,©Rui-Yang Ho,ML482050551
斑紋鷦鶯,Striped Prinia,Prinia striata,斑紋鷦鶯,Prinia striata,LC,STPR,PRST,strpri8,23206,,山鷦鶯,山鹪莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/412493521/1200,©u7 Liao,ML412493521
灰頭鷦鶯,Yellow-bellied Prinia,Prinia flaviventris,灰頭鷦鶯,Prinia flaviventris,LC,YBPR,PRFL,yebpri1,23263,,黃腹山鷦鶯,黄腹山鹪莺,黃腹鷦鶯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/93113701/1200,©Lee-Lien WANG,ML93113701
褐頭鷦鶯,Plain Prinia,Prinia inornata,褐頭鷦鶯,Prinia inornata,LC,PLPR,PRIN,plapri1,23289,,純色山鷦鶯,纯色山鹪莺,台灣鷦鶯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/403477311/1200,©Po-Wei Chi,ML403477311
棕扇尾鶯,Zitting Cisticola,Cisticola juncidis,棕扇尾鶯,Cisticola juncidis,LC,ZICI,CIJU,zitcis1,23528,,棕扇尾鶯,棕扇尾莺,錦鴝,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/180480871/1200,©Kun-Hui Lin,ML180480871
黃頭扇尾鶯,Golden-headed Cisticola,Cisticola exilis,黃頭扇尾鶯,Cisticola exilis,LC,GHCI,CIEX,gohcis1,23598,,金頭扇尾鶯,金头扇尾莺,白頭錦鴝,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/482050551/1200,©Rui-Yang Ho,ML482050551
厚嘴葦鶯,Thick-billed Warbler,Arundinax aedon,厚嘴葦鶯,Arundinax aedon,LC,TBWA,ARAE,thbwar1,23628,,厚嘴葦鶯,厚嘴苇莺,,,,
靴籬鶯,Booted Warbler,Iduna caligata,靴籬鶯,Iduna caligata,LC,BOWA,IDCA,boowar1,23631,,靴籬鶯,靴篱莺,靴篱鶯,,,
雙眉葦鶯,Black-browed Reed Warbler,Acrocephalus bistrigiceps,雙眉葦鶯,Acrocephalus bistrigiceps,LC,BBRW,ACBI,bbrwar1,23655,,黑眉葦鶯,黑眉苇莺,,,,
細紋葦鶯,Streaked Reed Warbler,Acrocephalus sorghophilus,細紋葦鶯,Acrocephalus sorghophilus,CR,STRW SRWA,ACSO,strwar1,23656,,細紋葦鶯,细纹苇莺,,,,
稻田葦鶯,Paddyfield Warbler,Acrocephalus agricola,稻田葦鶯,Acrocephalus agricola,LC,PAWA,ACAG,padwar1,23662,,稻田葦鶯,稻田苇莺,,,,
鈍翅葦鶯,Blunt-winged Warbler,Acrocephalus concinens,鈍翅葦鶯,Acrocephalus concinens,LC,BWWA,ACCO,blwwar1,23663,,鈍翅葦鶯,钝翅苇莺,鈍翅稻田葦鶯,,,
遠東葦鶯,Manchurian Reed Warbler,Acrocephalus tangorum,遠東葦鶯,Acrocephalus tangorum,VU,WBRW MRWA,ACTA,manrew1,23667,,遠東葦鶯,远东苇莺,,,,
布氏葦鶯,Blyth's Reed Warbler,Acrocephalus dumetorum,布氏葦鶯,Acrocephalus dumetorum,LC,BLRW BRWA BREW,ACDU,blrwar1,23670,,布氏葦鶯,布氏苇莺,,,,
東方大葦鶯,Oriental Reed Warbler,Acrocephalus orientalis,東方大葦鶯,Acrocephalus orientalis,LC,ORWA ORRW,ACOR,orrwar1,23712,,東方大葦鶯,东方大苇莺,大葦鶯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/207085141/1200,©Jhih-Wei (志偉) TSAI (蔡),ML207085141
蒼眉蝗鶯,Gray's Grasshopper Warbler,Helopsaltes fasciolatus,蒼眉蝗鶯,Helopsaltes fasciolatus,LC,GRGW GGWA,HEFA,grgwar1,23777,,蒼眉蝗鶯,苍眉蝗莺,黃眉𪂺,,,
庫頁島蝗鶯,Sakhalin Grasshopper Warbler,Helopsaltes amnicola,庫頁島蝗鶯,Helopsaltes amnicola,LC,SAGW SGWA,HEAM,sakwar1,23778,,,库页岛蝗莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/64359511/1200,©u7 Liao,ML64359511
小蝗鶯,Pallas's Grasshopper Warbler,Helopsaltes certhiola,小蝗鶯,Helopsaltes certhiola,LC,PAGW PGWA,HECE,pagwar1,23783,,小蝗鶯,小蝗莺,,,,
北蝗鶯,Middendorff's Grasshopper Warbler,Helopsaltes ochotensis,北蝗鶯,Helopsaltes ochotensis,LC,MGWA MIGW MGRW,HEOC,migwar,23788,,北蝗鶯,北蝗莺,花尾𪂺,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/243488311/1200,©Ting-Wei (廷維) HUNG (洪),ML243488311
史氏蝗鶯,Pleske's Grasshopper Warbler,Helopsaltes pleskei,史氏蝗鶯,Helopsaltes pleskei,LC,SGWA PGWA PLGW,HEPL,plewar1,23791,,史氏蝗鶯,史氏蝗莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/598991481/1200,©u7 Liao,ML598991481
矛斑蝗鶯,Lanceolated Warbler,Locustella lanceolata,矛斑蝗鶯,Locustella lanceolata,LC,LAWA LANW,LOLA,lanwar,23794,,矛斑蝗鶯,矛斑蝗莺,茅斑蝗鶯,,,
